,History,Stock,% ofPortfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,CurrentPrice,+/-ReportedPrice,52WeekLow,52WeekHigh,PortfolioName,PortfolioDate,URL
39,≡,GOOGL - Alphabet Inc.,0.03,,994,$2897.38,"$2,880,000",,$2811.82,-2.95%,$2193.62,$3030.93,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
40,≡,LRLCF - L'Oreal SA,0.03,,6745,$474.13,"$3,198,000",,$400.08,-15.62%,$355.08,$489.00,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
41,≡,PEP - PepsiCo Inc.,0.03,Reduce 4.36%,21756,$173.70,"$3,779,000",,$169.56,-2.38%,$137.42,$176.08,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
42,≡,ABBV - AbbVie Inc.,0.02,,12910,$135.40,"$1,748,000",,$163.43,20.70%,$99.53,$165.96,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
43,≡,ABT - Abbott Labs,0.02,,12275,$140.77,"$1,728,000",,$119.48,-15.12%,$104.19,$142.10,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
44,≡,COCXF - Lindt & Spruengli AG,0.02,,19,$134105.26,"$2,548,000",,$117700.00,-12.23%,$89138.63,$117700.00,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
45,≡,MLKN - MillerKnoll Inc.,0.02,Reduce 4.08%,58821,$39.19,"$2,305,000",,$32.66,-16.66%,$31.04,$51.03,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
46,≡,PNC - PNC Financial Services,0.02,Reduce 17.81%,12193,$200.52,"$2,445,000",,$182.39,-9.04%,$167.04,$226.88,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
47,≡,PRNDY - Pernod Ricard Sa Spon ADR,0.02,Reduce 99.99%,48838,$48.10,"$2,349,000",,$43.63,-9.29%,$37.45,$49.16,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
48,≡,SWZ - Swiss Helvetia Fund Inc.,0.02,Add 1.69%,234799,$9.94,"$2,334,000",,$9.41,-5.33%,$8.04,$9.94,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
49,≡,AAPL - Apple Inc.,0.01,Reduce 2.41%,6485,$177.64,"$1,152,000",,$175.17,-1.39%,$121.73,$182.71,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
50,≡,DANOY - Danone,0.01,Reduce 3.56%,133531,$12.42,"$1,658,000",,$11.00,-11.43%,$10.21,$15.38,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
51,≡,DD - DuPont de Nemours Inc.,0.01,Add 0.37%,18094,$80.80,"$1,462,000",,$73.00,-9.65%,$65.82,$85.22,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
52,≡,DEO - Diageo plc,0.01,,19401,$54.69,"$1,061,000",,$208.16,280.62%,$165.42,$221.38,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
53,≡,DIS - Walt Disney Co.,0.01,Add 0.57%,5252,$154.99,"$814,000",,$135.62,-12.50%,$128.38,$191.28,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
54,≡,DOW - Dow Inc.,0.01,Add 1.24%,19426,$56.73,"$1,102,000",,$63.49,11.92%,$51.45,$68.69,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
55,≡,FMX - Fomento Economico Mexicano,0.01,Reduce 5.21%,20295,$77.70,"$1,577,000",,$80.77,3.95%,$69.53,$88.95,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
56,≡,FULT - Fulton Financial Corp.,0.01,Reduce 0.20%,74689,$17.00,"$1,270,000",,$16.32,-4.00%,$13.73,$19.00,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
57,≡,GHC - Graham Holdings Co.,0.01,Add 0.26%,1154,$629.98,"$727,000",,$602.45,-4.37%,$546.29,$679.83,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
58,≡,HEINY - Heineken Nv Spn ADR,0.01,Buy,29550,$56.21,"$1,661,000",,$47.09,-16.22%,$42.59,$61.70,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
59,≡,HKHHY - Heineken Holding Nv Spn ADR,0.01,Buy,14000,$46.14,"$646,000",,$38.43,-16.71%,$34.51,$52.66,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
60,≡,KO - Coca Cola Co.,0.01,Reduce 5.61%,21435,$59.20,"$1,269,000",,$62.47,5.52%,$51.07,$63.24,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
61,≡,LAMR - Lamar Advertising Co.,0.01,,8035,$121.34,"$975,000",,$116.08,-4.33%,$91.32,$123.11,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
62,≡,LVMUY - LVMH Moet Hennessy S.E.,0.01,Add 89.38%,2604,$514.59,"$1,340,000",,$146.23,-71.58%,$119.50,$171.91,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
63,≡,MSFT - Microsoft Corp.,0.01,Reduce 5.66%,3449,$336.33,"$1,160,000",,$311.08,-7.51%,$236.15,$348.95,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
64,≡,TFC - Truist Financial Corp.,0.01,Add 0.41%,10686,$58.58,"$626,000",,$55.36,-5.50%,$50.69,$68.44,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
65,≡,CIRPF - Cir SPA,0.0,,251250,$0.53,"$134,000",,,,,,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
66,≡,CTVA - Corteva Inc.,0.0,Add 0.29%,9057,$47.26,"$428,000",,$58.28,23.32%,$40.25,$59.81,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
67,≡,CVX - Chevron Corp.,0.0,Add 0.34%,4767,$117.26,"$559,000",,$163.36,39.31%,$90.85,$174.76,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
68,≡,DHR - Danaher Corp.,0.0,,1183,$328.83,"$389,000",,$287.37,-12.61%,$224.10,$333.22,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
69,≡,DVCMY - Davide Campari U.Sp ADR,0.0,Buy,13650,$14.65,"$200,000",,$10.88,-25.73%,$10.00,$15.50,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
70,≡,JCDXF - JC Decaux SA ACT,0.0,,10500,$25.05,"$263,000",,$23.57,-5.91%,$21.75,$31.00,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
71,≡,KHC - Kraft Heinz Co.,0.0,,6000,$35.83,"$215,000",,$39.60,10.52%,$32.44,$43.10,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
72,≡,LTG.L - LT Group Inc.,0.0,,1775000,$0.19,"$345,000",,,,,,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
73,≡,MCD - McDonald's Corp.,0.0,Reduce 10.96%,2030,$267.98,"$544,000",,$248.51,-7.27%,$217.68,$269.65,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
74,≡,MRK - Merck & Co.,0.0,Add 0.26%,3888,$76.65,"$298,000",,$83.72,9.22%,$14.78,$89.74,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
75,≡,NKE - NIKE Inc.,0.0,,1542,$166.67,"$257,000",,$132.30,-20.62%,$116.75,$178.37,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
76,≡,ORCL - Oracle Corp.,0.0,,4000,$87.25,"$349,000",,$82.94,-4.94%,$70.23,$105.95,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
77,≡,PHJMF - Hanjaya Mandala Sampoerna,0.0,,5000000,$0.07,"$339,000",,$0.07,0.00%,$0.06,$0.10,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
78,≡,PXD - Pioneer Natural Resources,0.0,,2400,$182.08,"$437,000",,$244.48,34.27%,$127.13,$260.00,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
79,≡,RBGPF - Reckitt Benckiser Group Plc,0.0,Reduce 13.61%,5555,$85.87,"$477,000",,$80.06,-6.77%,$69.90,$96.62,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
80,≡,SBUX - Starbucks Corp.,0.0,Buy,1778,$116.99,"$208,000",,$84.14,-28.08%,$78.92,$124.66,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
81,≡,SHW - Sherwin-Williams,0.0,Buy,585,$352.14,"$206,000",,$257.97,-26.74%,$233.32,$353.33,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
82,≡,WMT - Walmart Inc.,0.0,Reduce 22.32%,3480,$144.83,"$504,000",,$151.47,4.58%,$131.50,$153.33,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
83,≡,Y - Alleghany Corp.,0.0,,324,$666.67,"$216,000",,$853.00,27.95%,$585.10,$862.87,Thomas Russo - Gardner Russo & Quinn,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=GR
0,≡,ORCL - Oracle Corp.,5.63,Reduce 1.99%,25720505,$87.21,"$2,243,085,000",,$82.94,-4.90%,$70.23,$105.95,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
1,≡,CMCSA - Comcast Corp.,3.71,Reduce 0.19%,29394424,$50.33,"$1,479,421,000",,$47.88,-4.87%,$44.27,$61.22,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
2,≡,XOM - Exxon Mobil Corp.,3.66,Reduce 5.01%,23812283,$61.19,"$1,457,074,000",,$82.73,35.20%,$50.85,$91.51,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
3,≡,CHRW - C.H. Robinson Worldwide,2.86,Add 0.74%,10588958,$107.63,"$1,139,690,000",,$101.56,-5.64%,$82.84,$111.55,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
4,≡,FB - Meta Platforms Inc.,2.84,Reduce 1.35%,3369145,$336.35,"$1,133,212,000",,$231.86,-31.07%,$185.82,$384.33,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
5,≡,WTW - Willis Towers Watson plc,2.82,Reduce 0.26%,4737700,$237.49,"$1,125,156,000",,$239.47,0.83%,$198.41,$269.27,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
6,≡,TSM - Taiwan Semiconductor S.A.,2.8,Reduce 3.62%,9267991,$120.31,"$1,115,032,000",,$102.50,-14.80%,$97.15,$144.30,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
7,≡,NEM - Newmont Corp.,2.71,Reduce 5.01%,17433254,$62.02,"$1,081,210,000",,$79.86,28.76%,$51.72,$83.72,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
8,≡,PM - Philip Morris Intl.,2.49,Reduce 0.61%,10457356,$95.00,"$993,449,000",,$95.66,0.69%,$83.29,$110.98,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
9,≡,CL - Colgate-Palmolive,2.48,Reduce 0.62%,11582477,$85.34,"$988,449,000",,$77.45,-9.25%,$72.20,$85.15,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
10,≡,ANTM - Anthem Inc.,2.35,Reduce 1.40%,2017856,$463.54,"$935,357,000",,$494.78,6.74%,$345.04,$505.95,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
11,≡,BK - Bank of New York Mellon Corp.,2.33,Reduce 1.02%,15982314,$58.08,"$928,253,000",,$48.96,-15.70%,$44.68,$64.63,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
12,≡,MSFT - Microsoft Corp.,2.25,Reduce 8.38%,2670208,$336.32,"$898,044,000",,$311.08,-7.50%,$236.15,$348.95,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
13,≡,IMO - Imperial Oil Ltd.,2.24,Reduce 3.31%,24730313,$36.06,"$891,894,000",,$49.67,37.74%,$23.45,$51.31,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
14,≡,NTR - Nutrien Ltd.,2.14,Reduce 32.62%,11346489,$75.20,"$853,256,000",,$101.20,34.57%,$50.96,$108.32,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
15,≡,SLB - Schlumberger Ltd.,2.02,Reduce 13.08%,26829599,$29.95,"$803,546,000",,$40.46,35.09%,$24.23,$46.27,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
16,≡,WY - Weyerhaeuser Co.,1.88,Reduce 1.91%,18213567,$41.18,"$750,035,000",,$37.85,-8.09%,$30.65,$41.36,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
17,≡,WPM - Wheaton Precious Metals Corp.,1.77,Reduce 0.42%,16437704,$42.93,"$705,671,000",,$47.72,11.16%,$36.15,$50.18,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
18,≡,AXP - American Express,1.73,Reduce 0.76%,4225855,$163.60,"$691,350,000",,$185.40,13.33%,$139.62,$199.55,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
19,≡,ABEV - Ambev S.A.,1.62,Reduce 0.42%,230472887,$2.80,"$645,324,000",,$3.20,14.29%,$2.43,$3.83,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
20,≡,GOOG - Alphabet Inc. CL C,1.62,Reduce 0.71%,223295,$2893.59,"$646,124,000",,$2823.74,-2.41%,$2214.80,$3042.00,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
21,≡,GLD - SPDR Gold Trust,1.6,Reduce 4.59%,3736960,$170.96,"$638,871,000",,$179.24,4.84%,$160.68,$193.30,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
22,≡,TXN - Texas Instruments,1.57,Reduce 0.70%,3317443,$188.47,"$625,238,000",,$177.18,-5.99%,$161.04,$199.70,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
23,≡,HCA - HCA Healthcare Inc.,1.52,Reduce 0.98%,2362528,$256.92,"$606,981,000",,$243.61,-5.18%,$183.68,$271.69,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
24,≡,ADI - Analog Devices,1.51,Reduce 0.77%,3430981,$175.77,"$603,064,000",,$160.03,-8.95%,$141.62,$190.29,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
25,≡,FMX - Fomento Economico Mexicano,1.4,Add 6.86%,7177703,$77.71,"$557,779,000",,$80.77,3.94%,$69.53,$88.95,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
26,≡,TDC - Teradata Corp.,1.39,Reduce 0.64%,13030275,$42.47,"$553,396,000",,$47.80,12.55%,$37.35,$59.38,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
27,≡,BKNG - Booking Holdings Inc.,1.36,Reduce 1.25%,225179,$2399.23,"$540,256,000",,$2295.98,-4.30%,$1796.45,$2715.66,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
28,≡,GOOGL - Alphabet Inc.,1.35,Reduce 2.00%,186053,$2897.04,"$539,003,000",,$2811.82,-2.94%,$2193.62,$3030.93,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
29,≡,UHS - Universal Health Services Inc.,1.33,Add 13.96%,4099131,$129.66,"$531,493,000",,$139.24,7.39%,$116.07,$164.29,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
30,≡,USB - U.S. Bancorp,1.33,Reduce 0.87%,9457289,$56.17,"$531,216,000",,$53.00,-5.64%,$51.92,$63.06,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
31,≡,EQR - Equity Residential,1.3,Reduce 1.98%,5735533,$90.50,"$519,066,000",,$90.80,0.33%,$68.88,$93.03,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
32,≡,BRO - Brown & Brown Inc.,1.28,Reduce 0.72%,7276967,$70.28,"$511,425,000",,$72.36,2.96%,$46.21,$74.00,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
33,≡,GOLD - Barrick Gold Corp.,1.28,Reduce 0.22%,26874196,$19.00,"$510,610,000",,$24.46,28.74%,$17.19,$26.07,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
34,≡,BABA - Alibaba Group Holdings,1.23,Add 78.68%,4129303,$118.79,"$490,520,000",,$111.00,-6.56%,$73.28,$245.69,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
35,≡,CRM - Salesforce.com,1.22,Reduce 0.97%,1908185,$254.13,"$484,927,000",,$210.14,-17.31%,$184.44,$311.75,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
36,≡,TRV - Travelers Companies Inc.,1.21,Reduce 2.09%,3093075,$156.43,"$483,850,000",,$181.39,15.96%,$142.07,$187.98,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
37,≡,UNP - Union Pacific,1.2,Reduce 1.19%,1899318,$251.93,"$478,495,000",,$252.11,0.07%,$193.80,$278.94,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
38,≡,DE - Deere & Co.,1.19,Reduce 0.98%,1388518,$342.89,"$476,109,000",,$413.71,20.65%,$318.34,$436.87,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
39,≡,NOV - Nov Inc.,1.16,Reduce 0.72%,34050900,$13.55,"$461,390,000",,$19.37,42.95%,$11.43,$24.00,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
40,≡,BRK.A - Berkshire Hathaway CL A,1.13,Reduce 0.79%,1003,$450662.01,"$452,014,000",,$516000.00,14.50%,$393972.51,$544389.26,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
41,≡,WFC - Wells Fargo,1.12,Reduce 7.78%,9300948,$47.98,"$446,259,000",,$48.12,0.29%,$38.48,$60.30,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
42,≡,BDX - Becton Dickinson,1.06,Add 8.51%,1683063,$251.48,"$423,257,000",,$262.94,4.56%,$227.91,$272.97,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
43,≡,CMI - Cummins Inc.,1.05,Reduce 1.96%,1909566,$218.14,"$416,553,000",,$200.09,-8.27%,$189.50,$267.10,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
44,≡,SCHW - Charles Schwab Corp.,1.04,Reduce 0.72%,4916190,$84.10,"$413,452,000",,$81.86,-2.66%,$62.87,$96.04,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
45,≡,XRAY - DENTSPLY SIRONA Inc.,1.01,Add 16.51%,7184012,$55.79,"$400,796,000",,$48.63,-12.83%,$47.28,$68.98,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
46,≡,WRB - W.R. Berkley Corp.,1.0,Reduce 0.74%,7265868,$54.93,"$399,090,000",,$66.42,20.92%,$46.99,$67.58,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
47,≡,IPGP - IPG Photonics Corp.,0.99,Add 14.58%,2302862,$172.14,"$396,415,000",,$105.16,-38.91%,$103.05,$241.43,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
48,≡,UGI - UGI Corp.,0.99,Reduce 2.47%,8630089,$45.91,"$396,207,000",,$36.08,-21.41%,$32.70,$47.31,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
49,≡,RGLD - Royal Gold Inc.,0.93,Add 2.87%,3508703,$105.21,"$369,151,000",,$141.97,34.94%,$91.47,$147.52,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
50,≡,FLS - Flowserve Corp.,0.83,Reduce 0.68%,10788753,$30.60,"$330,136,000",,$35.56,16.21%,$27.81,$43.38,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
51,≡,EXPD - Expeditors Int'l,0.82,Reduce 0.85%,2433579,$134.29,"$326,805,000",,$97.41,-27.46%,$97.37,$137.80,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
52,≡,Y - Alleghany Corp.,0.72,Reduce 0.73%,427932,$667.59,"$285,683,000",,$853.00,27.77%,$585.10,$862.87,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
53,≡,BXP - Boston Properties,0.7,Reduce 1.18%,2429476,$115.18,"$279,827,000",,$125.80,9.22%,$99.84,$132.42,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
54,≡,AEM - Agnico-Eagle Mines Ltd.,0.69,Reduce 0.74%,5205654,$53.12,"$276,507,000",,$62.75,18.13%,$45.07,$72.62,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
55,≡,FNV - Franco Nevada Corp.,0.65,Reduce 0.26%,1876389,$138.30,"$259,501,000",,$160.62,16.14%,$124.69,$168.02,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
56,≡,CCU - Compania Cervecerias Unidas SA,0.58,Add 0.19%,14065567,$16.41,"$230,816,000",,$15.01,-8.53%,$13.52,$19.90,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
57,≡,DEI - Douglas Emmett Inc.,0.58,Reduce 0.36%,6932372,$33.50,"$232,234,000",,$32.15,-4.03%,$29.14,$36.67,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
58,≡,KHC - Kraft Heinz Co.,0.58,Reduce 1.52%,6464037,$35.90,"$232,059,000",,$39.60,10.31%,$32.44,$43.10,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
59,≡,TFC - Truist Financial Corp.,0.54,Reduce 0.73%,3668100,$58.55,"$214,767,000",,$55.36,-5.45%,$50.69,$68.44,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
60,≡,SMG - Scotts Miracle-Gro Co.,0.48,Add 159.39%,1177704,$161.00,"$189,610,000",,$121.15,-24.75%,$110.81,$251.08,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
61,≡,PPG - PPG Industries,0.46,Reduce 0.64%,1070953,$172.44,"$184,675,000",,$132.41,-23.21%,$111.32,$180.94,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
62,≡,KL - Kirkland Lake Gold Ltd.,0.29,Add 0.67%,2759148,$41.91,"$115,627,000",,$38.92,-7.13%,$31.29,$46.76,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
63,≡,AGI - Alamos Gold Inc.,0.22,Add 12.08%,11251654,$7.69,"$86,548,000",,$8.50,10.53%,$6.49,$9.26,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
64,≡,BTG - B2Gold Corp.,0.22,Add 11.37%,21787105,$3.94,"$85,774,000",,$4.58,16.24%,$3.24,$5.16,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
65,≡,NG - NovaGold Resources,0.2,Add 0.67%,11592289,$6.86,"$79,523,000",,$7.76,13.12%,$5.97,$10.45,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
66,≡,EPD - Enterprise Products Partners LP,0.17,Add 11.36%,3145440,$21.96,"$69,074,000",,$26.02,18.49%,$20.03,$26.37,First Eagle Investment Management,31 Dec 2021,https://www.dataroma.com/m/holdings.php?m=FE
